crop_id,parent_image_id,source_image_id,split_group_id,split,crop_origin_y,crop_origin_x,crop_height,crop_width,fibrous_tau_pixels,clump_pixels,uncertain_ignore_pixels,skeleton_pixels,skeleton_annotation_available
img_9be7971faaa17ec1d33d__crop_0009,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,128,128,128,128,1154,0,751,318,true
img_9be7971faaa17ec1d33d__crop_0010,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,128,256,128,128,959,0,1057,224,true
img_9be7971faaa17ec1d33d__crop_0011,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,128,384,128,128,179,0,148,39,true
img_9be7971faaa17ec1d33d__crop_0012,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,128,512,128,128,0,0,0,0,true
img_9be7971faaa17ec1d33d__crop_0013,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,128,640,128,128,0,0,0,0,true
img_9be7971faaa17ec1d33d__crop_0014,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,128,768,128,128,0,0,0,0,true
img_9be7971faaa17ec1d33d__crop_0015,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,128,896,128,128,0,0,0,0,true
img_9be7971faaa17ec1d33d__crop_0016,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,256,0,128,128,277,0,495,74,true
img_9be7971faaa17ec1d33d__crop_0017,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,256,128,128,128,1014,0,2072,288,true
img_9be7971faaa17ec1d33d__crop_0018,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,256,256,128,128,242,0,1057,62,true
img_9be7971faaa17ec1d33d__crop_0019,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,256,384,128,128,199,0,1657,57,true
img_9be7971faaa17ec1d33d__crop_0020,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,256,512,128,128,126,0,1489,42,true
img_9be7971faaa17ec1d33d__crop_0021,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,256,640,128,128,119,0,1460,35,true
img_9be7971faaa17ec1d33d__crop_0022,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,256,768,128,128,0,0,1074,0,true
img_9be7971faaa17ec1d33d__crop_0023,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,256,896,128,128,0,0,0,0,true
img_9be7971faaa17ec1d33d__crop_0024,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,384,0,128,128,105,0,0,13,true
img_9be7971faaa17ec1d33d__crop_0025,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,384,128,128,128,1181,0,287,344,true
img_9be7971faaa17ec1d33d__crop_0026,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,384,256,128,128,762,0,1529,249,true
img_9be7971faaa17ec1d33d__crop_0027,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,384,384,128,128,0,0,676,0,true
img_9be7971faaa17ec1d33d__crop_0028,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,384,512,128,128,0,0,88,0,true
img_9be7971faaa17ec1d33d__crop_0029,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,384,640,128,128,731,0,482,221,true
img_9be7971faaa17ec1d33d__crop_0030,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,384,768,128,128,874,0,508,245,true
img_9be7971faaa17ec1d33d__crop_0031,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,384,896,128,128,0,0,826,0,true
img_9be7971faaa17ec1d33d__crop_0032,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,512,0,128,128,854,0,0,149,true
img_9be7971faaa17ec1d33d__crop_0033,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,512,128,128,128,773,0,712,223,true
img_9be7971faaa17ec1d33d__crop_0034,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,512,256,128,128,27,0,1233,5,true
img_9be7971faaa17ec1d33d__crop_0035,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,512,384,128,128,390,0,148,111,true
img_9be7971faaa17ec1d33d__crop_0036,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,512,512,128,128,455,0,89,130,true
img_9be7971faaa17ec1d33d__crop_0037,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,512,640,128,128,147,3854,1167,47,true
img_9be7971faaa17ec1d33d__crop_0038,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,512,768,128,128,243,1832,704,61,true
img_9be7971faaa17ec1d33d__crop_0039,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,512,896,128,128,33,0,25,7,true
img_9be7971faaa17ec1d33d__crop_0040,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,640,0,128,128,0,0,131,0,true
img_9be7971faaa17ec1d33d__crop_0041,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,640,128,128,128,1056,0,497,269,true
img_9be7971faaa17ec1d33d__crop_0042,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,640,256,128,128,1009,0,1552,267,true
img_9be7971faaa17ec1d33d__crop_0043,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,640,384,128,128,669,0,139,185,true
img_9be7971faaa17ec1d33d__crop_0044,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,640,512,128,128,706,0,937,209,true
img_9be7971faaa17ec1d33d__crop_0045,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,640,640,128,128,550,424,2072,152,true
img_9be7971faaa17ec1d33d__crop_0046,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,640,768,128,128,222,0,247,67,true
img_9be7971faaa17ec1d33d__crop_0047,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,640,896,128,128,0,0,0,0,true
img_9be7971faaa17ec1d33d__crop_0048,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,768,0,128,128,0,0,1,0,true
img_9be7971faaa17ec1d33d__crop_0049,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,768,128,128,128,496,0,1998,134,true
img_9be7971faaa17ec1d33d__crop_0050,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,768,256,128,128,1471,0,1777,429,true
img_9be7971faaa17ec1d33d__crop_0051,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,768,384,128,128,827,0,509,206,true
img_9be7971faaa17ec1d33d__crop_0052,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,768,512,128,128,130,0,1279,35,true
img_9be7971faaa17ec1d33d__crop_0053,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,768,640,128,128,344,0,637,91,true
img_9be7971faaa17ec1d33d__crop_0054,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,768,768,128,128,0,0,169,0,true
img_9be7971faaa17ec1d33d__crop_0055,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,768,896,128,128,0,0,709,0,true
img_9be7971faaa17ec1d33d__crop_0056,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,896,0,128,128,0,0,0,0,true
img_9be7971faaa17ec1d33d__crop_0057,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,896,128,128,128,0,0,443,0,true
img_9be7971faaa17ec1d33d__crop_0058,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,896,256,128,128,0,0,36,0,true
img_9be7971faaa17ec1d33d__crop_0059,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,896,384,128,128,0,0,2138,0,true
img_9be7971faaa17ec1d33d__crop_0060,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,896,512,128,128,0,0,2060,0,true
img_9be7971faaa17ec1d33d__crop_0061,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,896,640,128,128,0,0,0,0,true
img_9be7971faaa17ec1d33d__crop_0062,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,896,768,128,128,0,0,1787,0,true
img_9be7971faaa17ec1d33d__crop_0063,img_9be7971faaa17ec1d33d,img_9be7971faaa17ec1d33d,PN148_AD_4R_DIV05,validation,896,896,128,128,0,0,1394,0,true
img_cc031204543516db8eae__crop_0000,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,0,0,128,128,0,0,2178,0,true
img_cc031204543516db8eae__crop_0001,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,0,128,128,128,0,0,5673,0,true
img_cc031204543516db8eae__crop_0002,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,0,256,128,128,0,0,2248,0,true
img_cc031204543516db8eae__crop_0003,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,0,384,128,128,0,0,358,0,true
img_cc031204543516db8eae__crop_0004,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,0,512,128,128,363,0,0,111,true
img_cc031204543516db8eae__crop_0005,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,0,640,128,128,538,0,108,153,true
img_cc031204543516db8eae__crop_0006,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,0,768,128,128,0,0,3258,0,true
img_cc031204543516db8eae__crop_0007,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,0,896,128,128,0,0,827,0,true
img_cc031204543516db8eae__crop_0008,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,128,0,128,128,0,0,4067,0,true
img_cc031204543516db8eae__crop_0009,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,128,128,128,128,58,0,321,0,true
img_cc031204543516db8eae__crop_0010,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,128,256,128,128,0,0,0,0,true
img_cc031204543516db8eae__crop_0011,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,128,384,128,128,0,0,0,0,true
img_cc031204543516db8eae__crop_0012,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,128,512,128,128,231,0,0,61,true
img_cc031204543516db8eae__crop_0013,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,128,640,128,128,0,0,0,0,true
img_cc031204543516db8eae__crop_0014,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,128,768,128,128,645,0,476,194,true
img_cc031204543516db8eae__crop_0015,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,128,896,128,128,0,0,0,0,true
img_cc031204543516db8eae__crop_0016,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,256,0,128,128,212,0,1436,62,true
img_cc031204543516db8eae__crop_0017,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,256,128,128,128,190,0,0,77,true
img_cc031204543516db8eae__crop_0018,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,256,256,128,128,594,0,0,142,true
img_cc031204543516db8eae__crop_0019,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,256,384,128,128,0,0,0,0,true
img_cc031204543516db8eae__crop_0020,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,256,512,128,128,0,0,0,0,true
img_cc031204543516db8eae__crop_0021,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,256,640,128,128,0,0,0,0,true
img_cc031204543516db8eae__crop_0022,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,256,768,128,128,32,0,0,9,true
img_cc031204543516db8eae__crop_0023,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,256,896,128,128,0,0,0,0,true
img_cc031204543516db8eae__crop_0024,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,384,0,128,128,0,0,128,0,true
img_cc031204543516db8eae__crop_0025,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,384,128,128,128,0,0,0,0,true
img_cc031204543516db8eae__crop_0026,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,384,256,128,128,0,0,0,0,true
img_cc031204543516db8eae__crop_0027,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,384,384,128,128,0,0,0,0,true
img_cc031204543516db8eae__crop_0028,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,384,512,128,128,0,0,0,0,true
img_cc031204543516db8eae__crop_0029,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,384,640,128,128,220,0,0,73,true
img_cc031204543516db8eae__crop_0030,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,384,768,128,128,16,0,0,0,true
img_cc031204543516db8eae__crop_0031,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,384,896,128,128,0,0,0,0,true
img_cc031204543516db8eae__crop_0032,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,512,0,128,128,517,0,0,143,true
img_cc031204543516db8eae__crop_0033,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,512,128,128,128,0,0,0,0,true
img_cc031204543516db8eae__crop_0034,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,512,256,128,128,0,0,0,0,true
img_cc031204543516db8eae__crop_0035,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,512,384,128,128,668,0,0,205,true
img_cc031204543516db8eae__crop_0036,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,512,512,128,128,453,0,37,150,true
img_cc031204543516db8eae__crop_0037,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,512,640,128,128,336,0,178,102,true
img_cc031204543516db8eae__crop_0038,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,512,768,128,128,225,0,0,64,true
img_cc031204543516db8eae__crop_0039,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,512,896,128,128,0,0,0,0,true
img_cc031204543516db8eae__crop_0040,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,640,0,128,128,531,0,0,165,true
img_cc031204543516db8eae__crop_0041,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,640,128,128,128,1459,0,0,415,true
img_cc031204543516db8eae__crop_0042,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,640,256,128,128,1136,0,146,333,true
img_cc031204543516db8eae__crop_0043,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,640,384,128,128,1005,0,25,321,true
img_cc031204543516db8eae__crop_0044,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,640,512,128,128,217,0,634,59,true
img_cc031204543516db8eae__crop_0045,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,640,640,128,128,149,0,0,41,true
img_cc031204543516db8eae__crop_0046,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,640,768,128,128,0,0,0,0,true
img_cc031204543516db8eae__crop_0047,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,640,896,128,128,0,0,0,0,true
img_cc031204543516db8eae__crop_0048,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,768,0,128,128,34,0,0,10,true
img_cc031204543516db8eae__crop_0049,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,768,128,128,128,1209,0,204,324,true
img_cc031204543516db8eae__crop_0050,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,768,256,128,128,359,0,561,87,true
img_cc031204543516db8eae__crop_0051,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,768,384,128,128,550,0,256,155,true
img_cc031204543516db8eae__crop_0052,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,768,512,128,128,3,0,974,0,true
img_cc031204543516db8eae__crop_0053,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,768,640,128,128,0,0,1476,0,true
img_cc031204543516db8eae__crop_0054,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,768,768,128,128,0,0,0,0,true
img_cc031204543516db8eae__crop_0055,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,768,896,128,128,0,0,0,0,true
img_cc031204543516db8eae__crop_0056,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,896,0,128,128,0,0,1601,0,true
img_cc031204543516db8eae__crop_0057,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,896,128,128,128,157,0,2514,46,true
img_cc031204543516db8eae__crop_0058,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,896,256,128,128,584,0,705,106,true
img_cc031204543516db8eae__crop_0059,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,896,384,128,128,468,0,0,136,true
img_cc031204543516db8eae__crop_0060,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,896,512,128,128,0,0,194,0,true
img_cc031204543516db8eae__crop_0061,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,896,640,128,128,0,0,0,0,true
img_cc031204543516db8eae__crop_0062,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,896,768,128,128,0,0,0,0,true
img_cc031204543516db8eae__crop_0063,img_cc031204543516db8eae,img_cc031204543516db8eae,PN148_AD_4R_DIV07,test,896,896,128,128,0,0,0,0,true
img_fc64d68cbb5e925a9520__crop_0000,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,0,0,128,128,0,0,0,0,true
img_fc64d68cbb5e925a9520__crop_0001,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,0,128,128,128,0,0,0,0,true
img_fc64d68cbb5e925a9520__crop_0002,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,0,256,128,128,0,0,1268,0,true
img_fc64d68cbb5e925a9520__crop_0003,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,0,384,128,128,0,0,1282,0,true
img_fc64d68cbb5e925a9520__crop_0004,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,0,512,128,128,345,0,182,96,true
img_fc64d68cbb5e925a9520__crop_0005,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,0,640,128,128,363,0,2099,106,true
img_fc64d68cbb5e925a9520__crop_0006,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,0,768,128,128,0,0,3498,0,true
img_fc64d68cbb5e925a9520__crop_0007,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,0,896,128,128,0,0,3056,0,true
img_fc64d68cbb5e925a9520__crop_0008,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,128,0,128,128,0,0,0,0,true
img_fc64d68cbb5e925a9520__crop_0009,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,128,128,128,128,0,0,2,0,true
img_fc64d68cbb5e925a9520__crop_0010,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,128,256,128,128,0,0,2428,0,true
img_fc64d68cbb5e925a9520__crop_0011,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,128,384,128,128,232,0,1507,54,true
img_fc64d68cbb5e925a9520__crop_0012,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,128,512,128,128,2034,0,0,590,true
img_fc64d68cbb5e925a9520__crop_0013,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,128,640,128,128,516,0,221,142,true
img_fc64d68cbb5e925a9520__crop_0014,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,128,768,128,128,0,0,1450,0,true
img_fc64d68cbb5e925a9520__crop_0015,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,128,896,128,128,0,0,2424,0,true
img_fc64d68cbb5e925a9520__crop_0016,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,256,0,128,128,0,0,0,0,true
img_fc64d68cbb5e925a9520__crop_0017,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,256,128,128,128,0,0,1484,0,true
img_fc64d68cbb5e925a9520__crop_0018,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,256,256,128,128,0,0,2208,0,true
img_fc64d68cbb5e925a9520__crop_0019,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,256,384,128,128,1954,0,1570,580,true
img_fc64d68cbb5e925a9520__crop_0020,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,256,512,128,128,2436,0,982,709,true
img_fc64d68cbb5e925a9520__crop_0021,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,256,640,128,128,1787,0,483,527,true
img_fc64d68cbb5e925a9520__crop_0022,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,256,768,128,128,14,0,2996,4,true
img_fc64d68cbb5e925a9520__crop_0023,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,256,896,128,128,0,0,1136,0,true
img_fc64d68cbb5e925a9520__crop_0024,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,384,0,128,128,0,0,1618,0,true
img_fc64d68cbb5e925a9520__crop_0025,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,384,128,128,128,0,0,2183,0,true
img_fc64d68cbb5e925a9520__crop_0026,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,384,256,128,128,566,0,1218,178,true
img_fc64d68cbb5e925a9520__crop_0027,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,384,384,128,128,940,0,1309,291,true
img_fc64d68cbb5e925a9520__crop_0028,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,384,512,128,128,1425,0,1949,365,true
img_fc64d68cbb5e925a9520__crop_0029,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,384,640,128,128,146,0,526,42,true
img_fc64d68cbb5e925a9520__crop_0030,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,384,768,128,128,243,0,1014,66,true
img_fc64d68cbb5e925a9520__crop_0031,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,384,896,128,128,0,0,2620,0,true
img_fc64d68cbb5e925a9520__crop_0032,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,512,0,128,128,0,0,2030,0,true
img_fc64d68cbb5e925a9520__crop_0033,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,512,128,128,128,575,0,2107,173,true
img_fc64d68cbb5e925a9520__crop_0034,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,512,256,128,128,1478,0,1813,437,true
img_fc64d68cbb5e925a9520__crop_0035,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,512,384,128,128,365,0,577,109,true
img_fc64d68cbb5e925a9520__crop_0036,img_fc64d68cbb5e925a9520,img_fc64d68cbb5e925a9520,PN148_PSP_4R_DIV10,calibration,512,512,128,128,1839,0,915,522,true
